               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.030855,           0.0092065,           0.0059919,             0.98471,                   1,               0.995,             0.78952,            0.028602,           0.0047348,           0.0041297,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031254,            0.008284,           0.0052755,             0.95851,                0.95,             0.98331,             0.71892,            0.029521,           0.0050147,           0.0040377,           0.0068914,           0.0068914,           0.0068914
                 159,            0.041267,            0.009596,           0.0058111,             0.99254,                   1,               0.995,             0.75235,            0.028154,           0.0046902,           0.0040878,           0.0068716,           0.0068716,           0.0068716
                 160,            0.030427,           0.0090759,           0.0066041,             0.99254,                   1,               0.995,             0.75235,            0.028154,           0.0046902,           0.0040878,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02601,           0.0098599,           0.0082889,              0.9932,                   1,               0.995,             0.81507,            0.022614,           0.0044714,           0.0041439,            0.006832,            0.006832,            0.006832
                 162,            0.024814,            0.009789,           0.0065752,             0.99524,                   1,               0.995,             0.78327,            0.024119,           0.0047343,           0.0037629,           0.0068122,           0.0068122,           0.0068122
                 163,            0.031147,           0.0087135,           0.0079684,              0.9828,             0.99472,               0.995,              0.7364,            0.034834,            0.004961,            0.003644,           0.0067924,           0.0067924,           0.0067924
                 164,             0.03902,           0.0099673,           0.0065278,              0.9828,             0.99472,               0.995,              0.7364,            0.034834,            0.004961,            0.003644,           0.0067726,           0.0067726,           0.0067726
                 165,            0.031567,           0.0088639,           0.0054264,             0.82962,                   1,             0.96539,             0.75977,            0.026395,           0.0046191,           0.0035191,           0.0067528,           0.0067528,           0.0067528
                 166,            0.033107,           0.0091103,           0.0063071,             0.95167,                   1,               0.995,             0.66607,            0.031199,           0.0049355,           0.0033815,            0.006733,            0.006733,            0.006733
                 167,            0.038317,           0.0091433,           0.0054776,             0.97265,                   1,               0.995,             0.82574,            0.020434,           0.0044158,           0.0033659,           0.0067132,           0.0067132,           0.0067132
                 168,            0.026273,           0.0096228,           0.0057923,             0.97265,                   1,               0.995,             0.82574,            0.020434,           0.0044158,           0.0033659,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02411,           0.0082671,            0.008489,             0.99572,                   1,               0.995,             0.78364,            0.019679,           0.0044305,           0.0033517,           0.0066736,           0.0066736,           0.0066736
                 170,            0.032807,           0.0095795,           0.0051557,             0.99395,                   1,               0.995,             0.57448,            0.037266,           0.0054586,           0.0032249,           0.0066538,           0.0066538,           0.0066538
                 171,            0.047202,            0.010113,           0.0070684,             0.91094,                   1,               0.995,             0.76303,            0.023239,            0.004616,           0.0031866,            0.006634,            0.006634,            0.006634
                 172,            0.031378,           0.0088802,           0.0048219,             0.91094,                   1,               0.995,             0.76303,            0.023239,            0.004616,           0.0031866,           0.0066142,           0.0066142,           0.0066142
                 173,             0.02821,           0.0075701,           0.0048923,             0.99336,                   1,               0.995,             0.83135,            0.017076,           0.0043976,           0.0031849,           0.0065944,           0.0065944,           0.0065944
                 174,            0.030064,           0.0084629,           0.0067676,             0.98316,                   1,               0.995,             0.69998,            0.035417,           0.0051327,           0.0031581,           0.0065746,           0.0065746,           0.0065746
                 175,            0.039126,             0.01032,           0.0059393,             0.99374,                   1,               0.995,             0.71546,             0.02501,            0.004892,           0.0032582,           0.0065548,           0.0065548,           0.0065548
                 176,            0.028493,            0.008935,           0.0057521,             0.99374,                   1,               0.995,             0.71546,             0.02501,            0.004892,           0.0032582,            0.006535,            0.006535,            0.006535
                 177,            0.026777,           0.0087681,           0.0057836,             0.99401,                   1,               0.995,             0.77905,            0.019882,           0.0046707,           0.0032977,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026316,           0.0085125,           0.0056068,             0.97077,                   1,               0.995,             0.75645,            0.023826,           0.0047197,           0.0032409,           0.0064954,           0.0064954,           0.0064954
                 179,            0.029178,           0.0090456,           0.0071982,             0.89635,                   1,             0.95855,             0.71558,            0.029506,           0.0049895,            0.003243,           0.0064756,           0.0064756,           0.0064756
                 180,            0.037714,           0.0076998,           0.0061945,             0.89635,                   1,             0.95855,             0.71558,            0.029506,           0.0049895,            0.003243,           0.0064558,           0.0064558,           0.0064558
                 181,            0.029238,           0.0091145,            0.005114,             0.98927,                   1,               0.995,              0.7903,            0.023066,           0.0046786,           0.0032465,            0.006436,            0.006436,            0.006436
                 182,            0.029073,           0.0088062,           0.0044485,             0.81369,                   1,             0.93904,              0.6311,            0.026572,           0.0049597,           0.0032534,           0.0064162,           0.0064162,           0.0064162
                 183,            0.033456,           0.0094327,           0.0082058,              0.9968,                   1,               0.995,             0.80968,            0.023685,           0.0046227,           0.0032448,           0.0063964,           0.0063964,           0.0063964
                 184,            0.029594,           0.0092483,           0.0063004,              0.9968,                   1,               0.995,             0.80968,            0.023685,           0.0046227,           0.0032448,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025673,           0.0086147,           0.0059049,             0.99643,                   1,               0.995,             0.74913,            0.022884,           0.0046395,           0.0032539,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026378,           0.0085814,           0.0058361,             0.99604,                   1,               0.995,             0.79694,            0.023833,           0.0045652,           0.0032417,            0.006337,            0.006337,            0.006337
                 187,            0.029028,           0.0091142,           0.0052953,             0.99597,                   1,               0.995,             0.68612,            0.028753,           0.0048501,           0.0031878,           0.0063172,           0.0063172,           0.0063172
                 188,            0.033928,           0.0094063,            0.006812,             0.99597,                   1,               0.995,             0.68612,            0.028753,           0.0048501,           0.0031878,           0.0062974,           0.0062974,           0.0062974
                 189,            0.026173,           0.0084691,           0.0065182,             0.99625,                   1,               0.995,             0.74721,            0.022587,           0.0046679,           0.0031887,           0.0062776,           0.0062776,           0.0062776
                 190,            0.028581,           0.0092214,           0.0072821,             0.99579,                   1,               0.995,             0.68432,            0.026795,           0.0047307,           0.0033053,           0.0062578,           0.0062578,           0.0062578
                 191,            0.033254,           0.0097289,           0.0053459,             0.99659,                   1,               0.995,             0.76969,            0.020839,            0.004516,           0.0033345,            0.006238,            0.006238,            0.006238
                 192,            0.027211,           0.0094787,           0.0062035,             0.99659,                   1,               0.995,             0.76969,            0.020839,            0.004516,           0.0033345,           0.0062182,           0.0062182,           0.0062182
                 193,            0.024649,            0.009428,           0.0057033,             0.99636,                   1,               0.995,             0.82269,            0.016803,           0.0043538,           0.0033313,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023155,           0.0090337,            0.005953,             0.99665,                   1,               0.995,             0.80397,            0.022434,           0.0043718,           0.0032283,           0.0061786,           0.0061786,           0.0061786
                 195,            0.027714,           0.0088533,           0.0061982,             0.97984,                   1,               0.995,              0.7602,            0.027773,           0.0048066,           0.0030624,           0.0061588,           0.0061588,           0.0061588
                 196,            0.035697,              0.0105,           0.0059999,             0.97984,                   1,               0.995,              0.7602,            0.027773,           0.0048066,           0.0030624,            0.006139,            0.006139,            0.006139
                 197,            0.030233,           0.0091961,           0.0058616,             0.99627,                   1,               0.995,             0.77767,            0.021688,           0.0045432,           0.0030099,           0.0061192,           0.0061192,           0.0061192
                 198,            0.031482,           0.0071996,           0.0071815,             0.99418,                   1,               0.995,             0.62473,            0.030048,           0.0048125,           0.0029814,           0.0060994,           0.0060994,           0.0060994
                 199,            0.036824,            0.009467,           0.0077876,             0.99607,                   1,               0.995,             0.73577,            0.020111,           0.0043943,           0.0029218,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025024,           0.0086389,           0.0070994,             0.99607,                   1,               0.995,             0.73577,            0.020111,           0.0043943,           0.0029218,           0.0060598,           0.0060598,           0.0060598
                 201,            0.023948,           0.0076421,           0.0055579,             0.99575,                   1,               0.995,             0.77126,            0.020089,           0.0041866,           0.0028779,             0.00604,             0.00604,             0.00604
                 202,            0.027622,           0.0084125,           0.0063028,             0.99608,                   1,               0.995,             0.68719,            0.026572,           0.0047622,           0.0028606,           0.0060202,           0.0060202,           0.0060202
                 203,            0.032447,           0.0075597,           0.0067865,             0.99657,                   1,               0.995,             0.72344,            0.028181,           0.0044032,           0.0028585,           0.0060004,           0.0060004,           0.0060004
                 204,            0.030876,           0.0078417,           0.0058279,             0.99657,                   1,               0.995,             0.72344,            0.028181,           0.0044032,           0.0028585,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026541,           0.0074814,           0.0072182,             0.99622,                   1,               0.995,             0.77544,              0.0206,           0.0041568,           0.0028604,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024629,           0.0079865,           0.0041281,             0.99588,                   1,               0.995,              0.7666,            0.023132,            0.004477,           0.0028415,            0.005941,            0.005941,            0.005941
                 207,            0.028502,           0.0090312,            0.005651,              0.9953,                   1,               0.995,             0.83127,            0.025941,           0.0044445,           0.0028341,           0.0059212,           0.0059212,           0.0059212
                 208,            0.034334,           0.0081213,           0.0066076,              0.9953,                   1,               0.995,             0.83127,            0.025941,           0.0044445,           0.0028341,           0.0059014,           0.0059014,           0.0059014
                 209,            0.025776,           0.0087392,            0.007047,             0.99508,                   1,               0.995,             0.81965,            0.020903,           0.0043212,           0.0028516,           0.0058816,           0.0058816,           0.0058816
                 210,            0.028317,            0.010849,           0.0044009,             0.99529,                   1,               0.995,             0.69796,            0.025165,           0.0046798,           0.0028676,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02933,            0.010012,           0.0060632,             0.99683,                   1,               0.995,             0.80415,             0.01865,           0.0042568,           0.0029251,            0.005842,            0.005842,            0.005842
                 212,            0.026768,           0.0093511,           0.0072205,             0.99683,                   1,               0.995,             0.80415,             0.01865,           0.0042568,           0.0029251,           0.0058222,           0.0058222,           0.0058222
                 213,            0.024536,           0.0085536,           0.0067902,              0.9959,                   1,               0.995,              0.8368,            0.017778,           0.0041554,           0.0029765,           0.0058024,           0.0058024,           0.0058024
                 214,            0.023496,           0.0080183,           0.0049429,             0.99528,                   1,               0.995,             0.77406,            0.029882,           0.0046329,           0.0030021,           0.0057826,           0.0057826,           0.0057826
                 215,            0.033439,            0.010742,           0.0050044,             0.95085,                   1,               0.995,             0.67933,            0.026994,           0.0046115,           0.0031201,           0.0057628,           0.0057628,           0.0057628
                 216,            0.034955,           0.0090432,           0.0050275,             0.95085,                   1,               0.995,             0.67933,            0.026994,           0.0046115,           0.0031201,            0.005743,            0.005743,            0.005743
                 217,            0.028625,            0.009616,           0.0047134,             0.99435,                   1,               0.995,             0.77686,            0.020492,           0.0043162,           0.0032487,           0.0057232,           0.0057232,           0.0057232
                 218,            0.027133,           0.0090271,           0.0048771,             0.99335,                   1,               0.995,             0.79874,            0.026611,           0.0045432,            0.003375,           0.0057034,           0.0057034,           0.0057034
                 219,            0.030596,           0.0095682,           0.0049086,             0.99408,                   1,               0.995,             0.72844,            0.021702,           0.0044538,           0.0033744,           0.0056836,           0.0056836,           0.0056836
                 220,              0.0264,           0.0086833,           0.0049098,             0.99408,                   1,               0.995,             0.72844,            0.021702,           0.0044538,           0.0033744,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023011,           0.0080269,           0.0047634,             0.99397,                   1,               0.995,             0.80028,            0.016815,           0.0042721,           0.0035081,            0.005644,            0.005644,            0.005644
                 222,            0.022347,           0.0082318,           0.0059155,             0.99438,                   1,               0.995,             0.86422,              0.0177,           0.0042423,           0.0034902,           0.0056242,           0.0056242,           0.0056242
                 223,            0.023856,           0.0076196,           0.0047758,             0.97286,                   1,               0.995,             0.81091,            0.026119,           0.0045891,           0.0033985,           0.0056044,           0.0056044,           0.0056044
                 224,            0.030656,           0.0093339,           0.0046426,             0.97286,                   1,               0.995,             0.81091,            0.026119,           0.0045891,           0.0033985,           0.0055846,           0.0055846,           0.0055846
                 225,              0.0262,           0.0079906,           0.0052632,             0.99579,                   1,               0.995,             0.83366,            0.021215,           0.0043366,           0.0033348,           0.0055648,           0.0055648,           0.0055648
                 226,            0.025443,           0.0078451,           0.0056319,             0.99557,                   1,               0.995,             0.76821,             0.02351,           0.0044428,           0.0030565,            0.005545,            0.005545,            0.005545
                 227,            0.026386,             0.00837,           0.0047318,             0.99655,                   1,               0.995,             0.78647,            0.017027,           0.0042465,           0.0029511,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024816,           0.0078714,           0.0047711,             0.99655,                   1,               0.995,             0.78647,            0.017027,           0.0042465,           0.0029511,           0.0055054,           0.0055054,           0.0055054
                 229,             0.02306,           0.0080433,           0.0046185,             0.99601,                   1,               0.995,             0.83815,            0.018138,           0.0041969,           0.0028673,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023428,           0.0076916,           0.0058073,             0.91526,                   1,               0.995,             0.75886,            0.024894,           0.0045266,             0.00279,           0.0054658,           0.0054658,           0.0054658
                 231,            0.030278,           0.0087211,            0.012618,             0.99633,                   1,               0.995,             0.82793,            0.018281,           0.0042614,           0.0028318,            0.005446,            0.005446,            0.005446
                 232,            0.021497,           0.0088714,           0.0056365,             0.99633,                   1,               0.995,             0.82793,            0.018281,           0.0042614,           0.0028318,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022005,           0.0069661,           0.0055091,              0.9963,                   1,               0.995,             0.84022,            0.016345,           0.0041996,           0.0028299,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020968,           0.0076728,           0.0057851,             0.99641,                   1,               0.995,             0.82199,            0.019974,           0.0043432,           0.0027897,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024148,           0.0080311,           0.0048626,             0.99615,                   1,               0.995,             0.79229,            0.024879,           0.0044013,           0.0027785,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026869,           0.0076869,           0.0040143,             0.99615,                   1,               0.995,             0.79229,            0.024879,           0.0044013,           0.0027785,            0.005347,            0.005347,            0.005347
                 237,            0.023414,           0.0084065,           0.0043546,             0.99599,                   1,               0.995,             0.84127,             0.01957,           0.0042548,           0.0027633,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024163,           0.0085821,           0.0060682,             0.99604,                   1,               0.995,             0.77142,            0.021901,           0.0042708,           0.0026885,           0.0053074,           0.0053074,           0.0053074
                 239,            0.027034,           0.0086792,           0.0038963,              0.9952,                   1,               0.995,              0.7926,            0.022823,           0.0044087,           0.0026727,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027527,           0.0087429,           0.0042332,              0.9952,                   1,               0.995,              0.7926,            0.022823,           0.0044087,           0.0026727,           0.0052678,           0.0052678,           0.0052678
                 241,            0.024042,           0.0072797,           0.0043155,             0.99589,                   1,               0.995,             0.81253,            0.018582,            0.004225,           0.0026743,            0.005248,            0.005248,            0.005248
                 242,             0.02706,           0.0086426,           0.0042031,             0.99624,                   1,               0.995,             0.84089,            0.025906,           0.0044355,           0.0026285,           0.0052282,           0.0052282,           0.0052282
                 243,            0.031089,           0.0085231,           0.0042648,             0.99592,                   1,               0.995,             0.74462,            0.021146,           0.0043283,           0.0026383,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024888,           0.0087058,           0.0052652,             0.99592,                   1,               0.995,             0.74462,            0.021146,           0.0043283,           0.0026383,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020969,           0.0071921,           0.0049778,             0.99598,                   1,               0.995,             0.82343,            0.016075,           0.0040526,            0.002636,           0.0051688,           0.0051688,           0.0051688
                 246,            0.024166,            0.007341,           0.0054854,             0.99574,                   1,               0.995,             0.79642,            0.021841,            0.004405,           0.0026247,            0.005149,            0.005149,            0.005149
                 247,            0.027811,           0.0085295,           0.0035375,             0.99547,                   1,               0.995,             0.75961,            0.020593,           0.0041966,           0.0025984,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023432,           0.0080799,           0.0047112,             0.99547,                   1,               0.995,             0.75961,            0.020593,           0.0041966,           0.0025984,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022161,            0.006833,           0.0038387,              0.9954,                   1,               0.995,             0.79182,            0.018722,           0.0041014,           0.0025891,           0.0050896,           0.0050896,           0.0050896
                 250,            0.021371,           0.0095834,           0.0038619,             0.99542,                   1,               0.995,             0.81845,            0.017619,           0.0041342,           0.0025465,           0.0050698,           0.0050698,           0.0050698
                 251,            0.022455,           0.0078528,            0.005399,             0.99564,                   1,               0.995,             0.71003,            0.023316,           0.0041939,           0.0025284,             0.00505,             0.00505,             0.00505
                 252,            0.029278,            0.008149,           0.0051915,             0.99564,                   1,               0.995,             0.71003,            0.023316,           0.0041939,           0.0025284,           0.0050302,           0.0050302,           0.0050302
                 253,            0.024263,            0.007989,           0.0062905,             0.99604,                   1,               0.995,             0.80237,            0.016774,           0.0039561,           0.0025176,           0.0050104,           0.0050104,           0.0050104
                 254,            0.024038,           0.0080878,           0.0039295,             0.99624,                   1,               0.995,             0.76409,            0.025215,           0.0041697,           0.0024792,           0.0049906,           0.0049906,           0.0049906
                 255,            0.028855,           0.0069854,           0.0038218,             0.99614,                   1,               0.995,             0.82691,            0.020274,           0.0041158,           0.0024961,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024155,            0.007704,           0.0049342,             0.99614,                   1,               0.995,             0.82691,            0.020274,           0.0041158,           0.0024961,            0.004951,            0.004951,            0.004951
                 257,            0.020859,           0.0068557,           0.0048652,             0.99592,                   1,               0.995,             0.84655,            0.016675,           0.0039299,           0.0024936,           0.0049312,           0.0049312,           0.0049312
                 258,            0.022191,           0.0074263,           0.0051384,             0.99584,                   1,               0.995,             0.82549,            0.022241,           0.0042249,           0.0024629,           0.0049114,           0.0049114,           0.0049114
                 259,            0.028189,           0.0089542,           0.0077289,             0.99616,                   1,               0.995,             0.81671,            0.019618,           0.0040823,           0.0024992,           0.0048916,           0.0048916,           0.0048916
                 260,            0.024455,           0.0064759,             0.00393,             0.99616,                   1,               0.995,             0.81671,            0.019618,           0.0040823,           0.0024992,           0.0048718,           0.0048718,           0.0048718
                 261,            0.023556,           0.0073237,           0.0048612,             0.99638,                   1,               0.995,              0.8478,            0.017204,           0.0038913,           0.0024989,            0.004852,            0.004852,            0.004852
                 262,            0.023929,           0.0080982,           0.0065792,             0.99693,                   1,               0.995,             0.78435,            0.021839,           0.0041649,           0.0024854,           0.0048322,           0.0048322,           0.0048322
                 263,            0.030764,           0.0090674,           0.0068707,             0.99705,                   1,               0.995,             0.79059,            0.021349,           0.0039009,           0.0024876,           0.0048124,           0.0048124,           0.0048124
                 264,            0.022626,            0.007596,           0.0043399,             0.99705,                   1,               0.995,             0.79059,            0.021349,           0.0039009,           0.0024876,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020826,           0.0074022,            0.007442,             0.99682,                   1,               0.995,             0.81969,             0.01935,           0.0037595,           0.0024948,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020826,           0.0081322,           0.0051976,             0.99632,                   1,               0.995,             0.81316,            0.018118,           0.0038805,           0.0025159,            0.004753,            0.004753,            0.004753
                 267,            0.023403,           0.0086277,           0.0041266,             0.99596,                   1,               0.995,             0.84651,            0.021601,           0.0039848,           0.0025008,           0.0047332,           0.0047332,           0.0047332
                 268,            0.026572,           0.0086305,           0.0059819,             0.99596,                   1,               0.995,             0.84651,            0.021601,           0.0039848,           0.0025008,           0.0047134,           0.0047134,           0.0047134
                 269,            0.021451,           0.0071751,           0.0047298,             0.99569,                   1,               0.995,              0.8727,            0.016682,           0.0037874,           0.0025225,           0.0046936,           0.0046936,           0.0046936
                 270,            0.023605,           0.0086925,           0.0048972,             0.99585,                   1,               0.995,             0.74352,            0.024683,           0.0040545,           0.0025259,           0.0046738,           0.0046738,           0.0046738
                 271,            0.027332,           0.0061935,           0.0038834,             0.99592,                   1,               0.995,             0.81779,             0.01633,           0.0037766,           0.0025314,            0.004654,            0.004654,            0.004654
                 272,            0.022124,           0.0076084,           0.0048946,             0.99592,                   1,               0.995,             0.81779,             0.01633,           0.0037766,           0.0025314,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019474,           0.0068491,           0.0045724,             0.99583,                   1,               0.995,             0.86624,            0.012999,           0.0036277,           0.0025358,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020774,           0.0077554,           0.0040454,             0.95183,                   1,               0.995,             0.79695,            0.022099,           0.0041659,           0.0025008,           0.0045946,           0.0045946,           0.0045946
                 275,            0.027061,           0.0080561,           0.0046513,             0.99603,                   1,               0.995,             0.87198,            0.017171,           0.0038044,           0.0024761,           0.0045748,           0.0045748,           0.0045748
                 276,            0.024791,           0.0086117,           0.0043902,             0.99603,                   1,               0.995,             0.87198,            0.017171,           0.0038044,           0.0024761,            0.004555,            0.004555,            0.004555
                 277,            0.020929,           0.0083247,           0.0076913,              0.9965,                   1,               0.995,               0.876,            0.014511,           0.0036507,           0.0024404,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021616,           0.0085916,           0.0042492,              0.9968,                   1,               0.995,              0.8453,            0.018156,           0.0037942,            0.002404,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023953,            0.007542,           0.0034337,             0.99693,                   1,               0.995,             0.84756,            0.018004,           0.0038873,           0.0023966,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023628,           0.0073503,           0.0042542,             0.99693,                   1,               0.995,             0.84756,            0.018004,           0.0038873,           0.0023966,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021407,           0.0073522,           0.0053136,             0.99668,                   1,               0.995,              0.8604,            0.017239,           0.0036659,           0.0023867,            0.004456,            0.004456,            0.004456
                 282,            0.021875,           0.0074193,           0.0045225,             0.99669,                   1,               0.995,             0.82366,            0.018516,           0.0038004,           0.0023467,           0.0044362,           0.0044362,           0.0044362
                 283,            0.027031,           0.0085176,           0.0046113,             0.99664,                   1,               0.995,             0.81714,            0.017227,           0.0038377,           0.0023315,           0.0044164,           0.0044164,           0.0044164
                 284,            0.022036,           0.0079771,           0.0035078,             0.99664,                   1,               0.995,             0.81714,            0.017227,           0.0038377,           0.0023315,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019471,           0.0072065,           0.0039443,             0.99658,                   1,               0.995,             0.86226,            0.014307,            0.003716,           0.0023081,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020507,            0.007818,           0.0065075,             0.99669,                   1,               0.995,             0.81819,            0.017371,            0.003883,           0.0022698,            0.004357,            0.004357,            0.004357
                 287,            0.026191,           0.0078762,           0.0045732,             0.99646,                   1,               0.995,             0.79191,             0.01671,           0.0038416,           0.0022453,           0.0043372,           0.0043372,           0.0043372
                 288,            0.023123,           0.0079947,           0.0044085,             0.99646,                   1,               0.995,             0.79191,             0.01671,           0.0038416,           0.0022453,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019843,           0.0079592,           0.0041162,              0.9963,                   1,               0.995,             0.83617,            0.014009,           0.0037317,           0.0022442,           0.0042976,           0.0042976,           0.0042976
                 290,             0.01793,           0.0080351,           0.0043366,             0.99619,                   1,               0.995,             0.83999,            0.014274,           0.0037634,           0.0022003,           0.0042778,           0.0042778,           0.0042778
                 291,             0.02044,           0.0082903,           0.0033506,             0.99604,                   1,               0.995,             0.83338,            0.019938,           0.0039734,           0.0021525,            0.004258,            0.004258,            0.004258
                 292,            0.024248,           0.0070977,           0.0041643,             0.99604,                   1,               0.995,             0.83338,            0.019938,           0.0039734,           0.0021525,           0.0042382,           0.0042382,           0.0042382
                 293,             0.02261,           0.0074115,           0.0040961,             0.99608,                   1,               0.995,             0.87566,            0.017233,           0.0038223,           0.0021323,           0.0042184,           0.0042184,           0.0042184
                 294,            0.024034,           0.0071391,           0.0034176,             0.99626,                   1,               0.995,             0.74497,            0.022207,           0.0041033,           0.0021216,           0.0041986,           0.0041986,           0.0041986
                 295,            0.028183,           0.0081397,           0.0030601,             0.99639,                   1,               0.995,             0.88857,            0.015421,           0.0037123,           0.0021163,           0.0041788,           0.0041788,           0.0041788
                 296,            0.020136,           0.0083665,           0.0037119,             0.99639,                   1,               0.995,             0.88857,            0.015421,           0.0037123,           0.0021163,            0.004159,            0.004159,            0.004159
                 297,            0.017898,           0.0068485,           0.0037492,             0.99639,                   1,               0.995,              0.8902,            0.013195,           0.0036157,           0.0021097,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018228,            0.007261,           0.0032746,             0.99647,                   1,               0.995,             0.85147,              0.0159,           0.0038263,           0.0020852,           0.0041194,           0.0041194,           0.0041194
                 299,            0.020414,           0.0074499,            0.003995,              0.9965,                   1,               0.995,             0.80512,            0.018843,            0.004053,            0.002084,           0.0040996,           0.0040996,           0.0040996
                 300,             0.02497,            0.007175,           0.0042982,              0.9965,                   1,               0.995,             0.80512,            0.018843,            0.004053,            0.002084,           0.0040798,           0.0040798,           0.0040798
                 301,            0.020958,            0.007211,           0.0034918,             0.99662,                   1,               0.995,             0.83991,            0.016287,           0.0038726,           0.0020681,             0.00406,             0.00406,             0.00406
                 302,            0.020707,           0.0076956,           0.0034147,             0.99685,                   1,               0.995,             0.84935,            0.016184,           0.0038496,           0.0020618,           0.0040402,           0.0040402,           0.0040402
                 303,            0.024448,           0.0090071,           0.0040964,             0.99705,                   1,               0.995,             0.87886,            0.017851,           0.0038562,            0.002048,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022072,            0.007153,           0.0031581,             0.99705,                   1,               0.995,             0.87886,            0.017851,           0.0038562,            0.002048,           0.0040006,           0.0040006,           0.0040006
                 305,            0.020175,           0.0069858,           0.0035313,             0.99712,                   1,               0.995,             0.90692,            0.014955,           0.0036676,           0.0020492,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018342,           0.0074856,           0.0032479,             0.99711,                   1,               0.995,             0.88612,            0.015528,           0.0036075,           0.0020383,            0.003961,            0.003961,            0.003961
                 307,            0.020935,            0.008407,           0.0039981,             0.99682,                   1,               0.995,             0.84522,            0.014341,           0.0035832,           0.0020466,           0.0039412,           0.0039412,           0.0039412
                 308,            0.021348,           0.0078535,           0.0032462,             0.99682,                   1,               0.995,             0.84522,            0.014341,           0.0035832,           0.0020466,           0.0039214,           0.0039214,           0.0039214
                 309,             0.01906,           0.0074017,           0.0037464,             0.99674,                   1,               0.995,             0.88656,            0.012895,           0.0034933,           0.0020464,           0.0039016,           0.0039016,           0.0039016
                 310,            0.021246,           0.0073815,            0.003808,             0.99661,                   1,               0.995,             0.88427,            0.016794,           0.0035906,           0.0020285,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021752,           0.0073892,           0.0032576,             0.99663,                   1,               0.995,             0.88744,            0.017091,           0.0036827,           0.0020447,            0.003862,            0.003862,            0.003862
                 312,            0.020804,           0.0078836,           0.0035745,             0.99663,                   1,               0.995,             0.88744,            0.017091,           0.0036827,           0.0020447,           0.0038422,           0.0038422,           0.0038422
                 313,            0.018523,           0.0071936,           0.0034633,             0.99667,                   1,               0.995,             0.88169,            0.014769,            0.003561,           0.0020378,           0.0038224,           0.0038224,           0.0038224
                 314,             0.01974,            0.007196,           0.0041326,             0.99649,                   1,               0.995,             0.84611,            0.019501,            0.003726,           0.0020087,           0.0038026,           0.0038026,           0.0038026
                 315,            0.026188,           0.0067883,           0.0043699,             0.99662,                   1,               0.995,             0.85309,            0.014747,           0.0035045,           0.0020032,           0.0037828,           0.0037828,           0.0037828
                 316,            0.022339,           0.0083227,           0.0040282,             0.99662,                   1,               0.995,             0.85309,            0.014747,           0.0035045,           0.0020032,            0.003763,            0.003763,            0.003763
                 317,             0.01898,           0.0074064,           0.0058762,              0.9967,                   1,               0.995,             0.88627,            0.013058,           0.0033902,           0.0019919,           0.0037432,           0.0037432,           0.0037432
                 318,            0.020738,           0.0073148,           0.0039305,             0.99692,                   1,               0.995,             0.80122,            0.018492,           0.0037827,           0.0019894,           0.0037234,           0.0037234,           0.0037234
                 319,            0.024047,           0.0086657,           0.0031534,             0.99707,                   1,               0.995,             0.86886,             0.01501,           0.0034339,           0.0019805,           0.0037036,           0.0037036,           0.0037036
