               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.020455,           0.0065291,           0.0029862,             0.99707,                   1,               0.995,             0.86886,             0.01501,           0.0034339,           0.0019805,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018845,           0.0072549,           0.0041957,             0.99716,                   1,               0.995,             0.89121,            0.012265,           0.0032538,            0.001972,            0.003664,            0.003664,            0.003664
                 322,            0.019437,           0.0071968,           0.0031092,             0.99717,                   1,               0.995,              0.8282,             0.02053,           0.0036771,           0.0019721,           0.0036442,           0.0036442,           0.0036442
                 323,            0.023108,            0.007542,           0.0034834,             0.99715,                   1,               0.995,             0.88678,            0.012176,           0.0032634,           0.0019827,           0.0036244,           0.0036244,           0.0036244
                 324,            0.018416,           0.0083101,           0.0038369,             0.99715,                   1,               0.995,             0.88678,            0.012176,           0.0032634,           0.0019827,           0.0036046,           0.0036046,           0.0036046
                 325,            0.016162,           0.0061226,           0.0027705,             0.99716,                   1,               0.995,             0.90141,            0.012386,           0.0032402,           0.0019911,           0.0035848,           0.0035848,           0.0035848
                 326,            0.019067,           0.0080313,           0.0050482,             0.99714,                   1,               0.995,             0.87853,            0.015177,           0.0035216,           0.0019765,            0.003565,            0.003565,            0.003565
                 327,            0.018808,           0.0066073,           0.0028511,             0.99718,                   1,               0.995,             0.76498,            0.016452,           0.0036134,           0.0019632,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023268,           0.0074442,           0.0034252,             0.99718,                   1,               0.995,             0.76498,            0.016452,           0.0036134,           0.0019632,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021587,           0.0077387,           0.0032982,             0.99711,                   1,               0.995,             0.82767,            0.015451,           0.0035274,           0.0019661,           0.0035056,           0.0035056,           0.0035056
                 330,            0.022018,           0.0092972,           0.0039784,              0.9971,                   1,               0.995,             0.81635,            0.017781,            0.003747,            0.001962,           0.0034858,           0.0034858,           0.0034858
                 331,            0.023604,           0.0076394,           0.0032206,             0.99705,                   1,               0.995,             0.87015,            0.012993,           0.0033016,           0.0019666,            0.003466,            0.003466,            0.003466
                 332,            0.019041,           0.0075986,           0.0036542,             0.99705,                   1,               0.995,             0.87015,            0.012993,           0.0033016,           0.0019666,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016973,           0.0061444,           0.0031885,             0.99703,                   1,               0.995,             0.86999,            0.012321,           0.0032426,           0.0019617,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018996,           0.0065475,           0.0046216,             0.99716,                   1,               0.995,             0.83275,            0.015455,           0.0035657,           0.0019455,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021353,           0.0078845,           0.0029932,             0.99719,                   1,               0.995,             0.85283,            0.015447,           0.0035006,           0.0019499,           0.0033868,           0.0033868,           0.0033868
                 336,            0.021868,           0.0070596,           0.0032818,             0.99719,                   1,               0.995,             0.85283,            0.015447,           0.0035006,           0.0019499,            0.003367,            0.003367,            0.003367
                 337,            0.018381,           0.0054485,           0.0028879,             0.99716,                   1,               0.995,             0.89451,            0.013904,           0.0033649,           0.0019455,           0.0033472,           0.0033472,           0.0033472
                 338,             0.01764,            0.007468,            0.002718,             0.99715,                   1,               0.995,             0.89659,            0.012783,           0.0033321,           0.0019338,           0.0033274,           0.0033274,           0.0033274
                 339,            0.018641,           0.0078337,           0.0032068,             0.99695,                   1,               0.995,             0.86281,            0.015348,           0.0033513,           0.0019289,           0.0033076,           0.0033076,           0.0033076
                 340,            0.019475,           0.0069793,           0.0030474,             0.99695,                   1,               0.995,             0.86281,            0.015348,           0.0033513,           0.0019289,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018895,           0.0073808,           0.0029694,             0.99678,                   1,               0.995,             0.88999,             0.01388,           0.0033351,           0.0019431,            0.003268,            0.003268,            0.003268
                 342,            0.019125,             0.00681,           0.0038903,             0.99693,                   1,               0.995,             0.89086,             0.01555,           0.0034354,           0.0019261,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021176,           0.0077892,           0.0033659,             0.99688,                   1,               0.995,             0.88717,            0.013485,           0.0033023,           0.0019207,           0.0032284,           0.0032284,           0.0032284
                 344,             0.01823,           0.0066115,            0.002991,             0.99688,                   1,               0.995,             0.88717,            0.013485,           0.0033023,           0.0019207,           0.0032086,           0.0032086,           0.0032086
                 345,            0.017696,           0.0063525,           0.0026824,             0.99691,                   1,               0.995,              0.8862,            0.013064,           0.0032024,           0.0019206,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016679,           0.0059357,           0.0027417,             0.99698,                   1,               0.995,              0.8639,            0.014521,           0.0033516,           0.0019225,            0.003169,            0.003169,            0.003169
                 347,            0.019188,           0.0073513,           0.0029106,             0.99701,                   1,               0.995,             0.86956,            0.015811,           0.0034708,           0.0019113,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020499,           0.0066041,            0.002788,             0.99701,                   1,               0.995,             0.86956,            0.015811,           0.0034708,           0.0019113,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016968,           0.0076582,           0.0034278,             0.99704,                   1,               0.995,             0.90091,            0.013918,           0.0033121,           0.0019063,           0.0031096,           0.0031096,           0.0031096
                 350,            0.018328,           0.0068112,           0.0030427,             0.99682,                   1,               0.995,             0.88101,            0.018366,           0.0035809,           0.0018905,           0.0030898,           0.0030898,           0.0030898
                 351,            0.022557,           0.0068676,           0.0034168,             0.99666,                   1,               0.995,             0.84285,            0.013867,           0.0034134,           0.0018858,             0.00307,             0.00307,             0.00307
                 352,            0.017237,           0.0064795,           0.0035453,             0.99666,                   1,               0.995,             0.84285,            0.013867,           0.0034134,           0.0018858,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016465,           0.0067625,           0.0036125,             0.99676,                   1,               0.995,             0.84969,            0.013775,           0.0034108,            0.001871,           0.0030304,           0.0030304,           0.0030304
                 354,            0.018798,           0.0076948,           0.0027881,             0.99691,                   1,               0.995,             0.91446,            0.013869,           0.0033156,           0.0018568,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020502,           0.0077628,           0.0040803,              0.9969,                   1,               0.995,             0.87526,            0.013391,           0.0032716,            0.001837,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017274,           0.0080454,           0.0032756,              0.9969,                   1,               0.995,             0.87526,            0.013391,           0.0032716,            0.001837,            0.002971,            0.002971,            0.002971
                 357,            0.015287,           0.0066328,           0.0026337,             0.99688,                   1,               0.995,             0.90788,            0.011603,           0.0031179,           0.0018229,           0.0029512,           0.0029512,           0.0029512
                 358,            0.017488,           0.0076363,           0.0030191,             0.99692,                   1,               0.995,              0.8906,            0.014362,           0.0033935,           0.0018038,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019031,           0.0066566,           0.0028006,              0.9968,                   1,               0.995,             0.83899,            0.014462,           0.0034184,           0.0017886,           0.0029116,           0.0029116,           0.0029116
                 360,            0.021287,           0.0063709,           0.0026989,              0.9968,                   1,               0.995,             0.83899,            0.014462,           0.0034184,           0.0017886,           0.0028918,           0.0028918,           0.0028918
                 361,            0.018122,           0.0069193,           0.0031356,              0.9968,                   1,               0.995,              0.8816,            0.013207,           0.0033779,           0.0017751,            0.002872,            0.002872,            0.002872
                 362,            0.017325,           0.0065334,           0.0047722,               0.997,                   1,               0.995,             0.87575,            0.014535,           0.0034313,           0.0017607,           0.0028522,           0.0028522,           0.0028522
                 363,            0.019188,           0.0070677,           0.0035275,             0.99709,                   1,               0.995,             0.89306,             0.01264,           0.0032748,           0.0017502,           0.0028324,           0.0028324,           0.0028324
                 364,            0.019207,           0.0081894,           0.0055893,             0.99709,                   1,               0.995,             0.89306,             0.01264,           0.0032748,           0.0017502,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015824,           0.0080766,           0.0041206,             0.99702,                   1,               0.995,             0.89807,            0.011106,           0.0031847,           0.0017417,           0.0027928,           0.0027928,           0.0027928
                 366,            0.016146,           0.0071865,           0.0038557,               0.997,                   1,               0.995,             0.90086,            0.012133,           0.0031685,           0.0017176,            0.002773,            0.002773,            0.002773
                 367,            0.016589,           0.0073638,           0.0026863,               0.997,                   1,               0.995,             0.89925,            0.014214,           0.0032668,           0.0016964,           0.0027532,           0.0027532,           0.0027532
                 368,            0.021615,           0.0069281,           0.0030013,               0.997,                   1,               0.995,             0.89925,            0.014214,           0.0032668,           0.0016964,           0.0027334,           0.0027334,           0.0027334
                 369,            0.018105,            0.007829,           0.0027282,             0.99702,                   1,               0.995,              0.8896,            0.012612,            0.003214,           0.0016832,           0.0027136,           0.0027136,           0.0027136
                 370,            0.018716,            0.007504,           0.0026627,             0.99711,                   1,               0.995,             0.85293,            0.016083,           0.0033644,           0.0016758,           0.0026938,           0.0026938,           0.0026938
                 371,            0.019888,           0.0064581,           0.0032044,             0.99712,                   1,               0.995,             0.89911,            0.011601,           0.0031664,           0.0016765,            0.002674,            0.002674,            0.002674
                 372,            0.016623,           0.0072635,           0.0036409,             0.99712,                   1,               0.995,             0.89911,            0.011601,           0.0031664,           0.0016765,           0.0026542,           0.0026542,           0.0026542
                 373,            0.019015,           0.0068704,           0.0037399,             0.99707,                   1,               0.995,             0.87705,            0.011984,           0.0032367,           0.0016772,           0.0026344,           0.0026344,           0.0026344
                 374,            0.016638,           0.0077265,           0.0025073,               0.997,                   1,               0.995,             0.89483,            0.013769,           0.0033349,           0.0016748,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017724,           0.0069391,            0.002432,             0.99715,                   1,               0.995,             0.88508,            0.011122,           0.0030997,           0.0016681,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014612,           0.0062926,           0.0021603,             0.99715,                   1,               0.995,             0.88508,            0.011122,           0.0030997,           0.0016681,            0.002575,            0.002575,            0.002575
                 377,            0.014312,           0.0060622,           0.0025196,             0.99726,                   1,               0.995,             0.90412,            0.010498,           0.0030657,           0.0016644,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01607,           0.0067182,           0.0026543,             0.99725,                   1,               0.995,             0.87273,            0.013596,           0.0032556,           0.0016575,           0.0025354,           0.0025354,           0.0025354
                 379,            0.019221,           0.0069277,            0.002514,             0.99725,                   1,               0.995,             0.91327,            0.011568,           0.0030733,           0.0016516,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016511,           0.0071554,           0.0038655,             0.99725,                   1,               0.995,             0.91327,            0.011568,           0.0030733,           0.0016516,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014721,           0.0081325,           0.0035426,             0.99726,                   1,               0.995,              0.9116,             0.01059,            0.003014,           0.0016534,            0.002476,            0.002476,            0.002476
                 382,             0.01543,           0.0069597,           0.0033152,              0.9973,                   1,               0.995,             0.89638,             0.01286,           0.0032161,           0.0016446,           0.0024562,           0.0024562,           0.0024562
                 383,            0.016653,           0.0068988,           0.0027505,             0.99728,                   1,               0.995,              0.9103,            0.012421,           0.0031003,           0.0016373,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01765,           0.0058035,           0.0025606,             0.99728,                   1,               0.995,              0.9103,            0.012421,           0.0031003,           0.0016373,           0.0024166,           0.0024166,           0.0024166
                 385,            0.016809,           0.0083143,           0.0024251,             0.99729,                   1,               0.995,             0.91279,            0.011369,           0.0030494,           0.0016314,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016274,           0.0069662,           0.0034538,             0.99728,                   1,               0.995,             0.90452,            0.014476,           0.0032759,           0.0016188,            0.002377,            0.002377,            0.002377
                 387,            0.021183,           0.0067162,           0.0025664,             0.99723,                   1,               0.995,             0.89374,            0.010959,           0.0030627,           0.0016123,           0.0023572,           0.0023572,           0.0023572
                 388,             0.01473,           0.0073167,           0.0024055,             0.99723,                   1,               0.995,             0.89374,            0.010959,           0.0030627,           0.0016123,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014959,           0.0067189,           0.0025869,             0.99723,                   1,               0.995,             0.91035,             0.01103,            0.003068,           0.0016048,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01683,           0.0064106,           0.0024013,              0.9973,                   1,               0.995,             0.90826,            0.013312,           0.0032495,           0.0016033,           0.0022978,           0.0022978,           0.0022978
                 391,            0.016545,           0.0072886,           0.0025527,             0.99728,                   1,               0.995,             0.90723,            0.011745,           0.0031304,           0.0015946,            0.002278,            0.002278,            0.002278
                 392,            0.017322,           0.0065335,           0.0030391,             0.99728,                   1,               0.995,             0.90723,            0.011745,           0.0031304,           0.0015946,           0.0022582,           0.0022582,           0.0022582
                 393,            0.016461,           0.0070138,           0.0037794,             0.99724,                   1,               0.995,             0.90833,            0.011274,            0.003139,           0.0015894,           0.0022384,           0.0022384,           0.0022384
                 394,            0.015701,           0.0065109,           0.0030689,             0.99727,                   1,               0.995,             0.89887,            0.012708,           0.0032513,           0.0015829,           0.0022186,           0.0022186,           0.0022186
                 395,            0.018393,           0.0070652,           0.0031012,             0.99722,                   1,               0.995,             0.88285,            0.011866,           0.0032088,           0.0015791,           0.0021988,           0.0021988,           0.0021988
                 396,            0.017004,           0.0070901,           0.0030257,             0.99722,                   1,               0.995,             0.88285,            0.011866,           0.0032088,           0.0015791,            0.002179,            0.002179,            0.002179
                 397,            0.014049,           0.0070026,           0.0022127,             0.99721,                   1,               0.995,             0.89477,            0.010618,           0.0030739,           0.0015686,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013965,           0.0064076,           0.0023164,             0.99726,                   1,               0.995,             0.89068,            0.011543,           0.0031434,            0.001561,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015541,           0.0064498,           0.0025257,             0.99726,                   1,               0.995,             0.91002,            0.011389,           0.0030575,           0.0015541,           0.0021196,           0.0021196,           0.0021196
                 400,            0.018349,           0.0063531,           0.0028418,             0.99726,                   1,               0.995,             0.91002,            0.011389,           0.0030575,           0.0015541,           0.0020998,           0.0020998,           0.0020998
                 401,            0.015539,           0.0075668,           0.0029889,             0.99725,                   1,               0.995,             0.90347,            0.011129,           0.0030432,           0.0015539,             0.00208,             0.00208,             0.00208
                 402,             0.01705,           0.0069428,           0.0023977,             0.99727,                   1,               0.995,             0.91705,            0.011325,           0.0031614,            0.001553,           0.0020602,           0.0020602,           0.0020602
                 403,             0.01595,            0.005717,           0.0025028,             0.99723,                   1,               0.995,             0.91559,            0.011686,           0.0030869,             0.00155,           0.0020404,           0.0020404,           0.0020404
                 404,             0.01497,            0.005637,           0.0027817,             0.99723,                   1,               0.995,             0.91559,            0.011686,           0.0030869,             0.00155,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014843,           0.0065335,           0.0025035,             0.99722,                   1,               0.995,              0.9108,            0.011324,           0.0030612,           0.0015423,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014939,           0.0066729,           0.0027382,             0.99727,                   1,               0.995,             0.91036,            0.010545,             0.00304,           0.0015315,            0.001981,            0.001981,            0.001981
                 407,            0.016948,           0.0057177,           0.0027437,             0.99726,                   1,               0.995,             0.89904,            0.012272,           0.0031599,           0.0015165,           0.0019612,           0.0019612,           0.0019612
                 408,            0.017539,           0.0068664,           0.0027201,             0.99726,                   1,               0.995,             0.89904,            0.012272,           0.0031599,           0.0015165,           0.0019414,           0.0019414,           0.0019414
                 409,            0.013984,            0.006819,           0.0020634,             0.99719,                   1,               0.995,             0.92196,            0.010369,           0.0030353,           0.0015107,           0.0019216,           0.0019216,           0.0019216
                 410,            0.015471,           0.0067264,           0.0028873,             0.99717,                   1,               0.995,             0.89339,            0.011024,           0.0030388,           0.0015025,           0.0019018,           0.0019018,           0.0019018
                 411,            0.014331,           0.0061029,           0.0020025,             0.99716,                   1,               0.995,             0.91556,            0.011814,            0.003049,           0.0014923,            0.001882,            0.001882,            0.001882
                 412,            0.015347,           0.0070703,           0.0026246,             0.99716,                   1,               0.995,             0.91556,            0.011814,            0.003049,           0.0014923,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014853,           0.0062872,           0.0035827,             0.99715,                   1,               0.995,             0.91635,             0.01032,           0.0029795,           0.0014828,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015216,           0.0066291,           0.0033387,             0.99699,                   1,               0.995,             0.90627,            0.010598,           0.0030235,           0.0014725,           0.0018226,           0.0018226,           0.0018226
                 415,            0.015729,           0.0071398,           0.0028059,             0.99704,                   1,               0.995,             0.90176,            0.010935,           0.0030948,           0.0014671,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01676,           0.0070776,           0.0033637,             0.99704,                   1,               0.995,             0.90176,            0.010935,           0.0030948,           0.0014671,            0.001783,            0.001783,            0.001783
                 417,            0.015588,           0.0078257,           0.0029366,             0.99705,                   1,               0.995,             0.91092,            0.010746,           0.0031114,           0.0014586,           0.0017632,           0.0017632,           0.0017632
                 418,            0.015415,           0.0078987,           0.0034164,             0.99701,                   1,               0.995,             0.90421,            0.011662,              0.0031,           0.0014484,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015094,           0.0064165,           0.0020984,               0.997,                   1,               0.995,             0.92306,            0.010425,           0.0029624,           0.0014449,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015721,           0.0066485,           0.0034488,               0.997,                   1,               0.995,             0.92306,            0.010425,           0.0029624,           0.0014449,           0.0017038,           0.0017038,           0.0017038
                 421,            0.015857,           0.0068805,           0.0028426,             0.99706,                   1,               0.995,             0.91917,           0.0095785,           0.0028616,           0.0014402,            0.001684,            0.001684,            0.001684
                 422,            0.012641,           0.0057214,           0.0020904,             0.99716,                   1,               0.995,             0.90518,            0.010151,           0.0029227,           0.0014327,           0.0016642,           0.0016642,           0.0016642
                 423,            0.016376,           0.0060294,           0.0025027,              0.9972,                   1,               0.995,             0.90309,            0.011171,           0.0029709,           0.0014328,           0.0016444,           0.0016444,           0.0016444
                 424,            0.015371,           0.0077199,           0.0023791,              0.9972,                   1,               0.995,             0.90309,            0.011171,           0.0029709,           0.0014328,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014889,           0.0067818,           0.0025646,              0.9972,                   1,               0.995,             0.92647,            0.010484,           0.0029442,           0.0014274,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015062,           0.0075211,           0.0022491,             0.99712,                   1,               0.995,             0.91839,            0.010014,           0.0028871,           0.0014199,            0.001585,            0.001585,            0.001585
                 427,            0.014076,            0.005917,           0.0029175,             0.99724,                   1,               0.995,              0.9351,             0.01002,           0.0029181,            0.001415,           0.0015652,           0.0015652,           0.0015652
                 428,            0.014402,           0.0059099,           0.0039092,             0.99724,                   1,               0.995,              0.9351,             0.01002,           0.0029181,            0.001415,           0.0015454,           0.0015454,           0.0015454
                 429,            0.014909,           0.0063205,           0.0021728,             0.99722,                   1,               0.995,             0.91136,           0.0093983,             0.00287,           0.0014085,           0.0015256,           0.0015256,           0.0015256
                 430,            0.015236,           0.0067513,           0.0035866,             0.99716,                   1,               0.995,             0.91484,            0.010035,           0.0028956,           0.0013941,           0.0015058,           0.0015058,           0.0015058
                 431,             0.01331,           0.0065528,           0.0022006,             0.99717,                   1,               0.995,             0.91708,            0.010598,           0.0029205,           0.0013891,            0.001486,            0.001486,            0.001486
                 432,            0.015061,           0.0065059,           0.0043545,             0.99717,                   1,               0.995,             0.91708,            0.010598,           0.0029205,           0.0013891,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015054,           0.0074809,           0.0031626,             0.99714,                   1,               0.995,             0.91354,            0.010313,           0.0028942,           0.0013821,           0.0014464,           0.0014464,           0.0014464
                 434,            0.014421,           0.0056668,           0.0020478,             0.99724,                   1,               0.995,             0.89583,            0.010396,           0.0028722,           0.0013722,           0.0014266,           0.0014266,           0.0014266
                 435,             0.01392,           0.0061277,           0.0049377,             0.99721,                   1,               0.995,             0.91232,            0.010494,           0.0028517,           0.0013676,           0.0014068,           0.0014068,           0.0014068
                 436,            0.014429,            0.006595,           0.0022241,             0.99721,                   1,               0.995,             0.91232,            0.010494,           0.0028517,           0.0013676,            0.001387,            0.001387,            0.001387
                 437,            0.014619,           0.0060758,           0.0022864,             0.99725,                   1,               0.995,             0.91403,           0.0099095,           0.0028087,           0.0013609,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013453,           0.0063787,           0.0023622,             0.99721,                   1,               0.995,             0.90194,            0.010097,            0.002785,           0.0013515,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013353,           0.0077722,           0.0019001,             0.99726,                   1,               0.995,             0.91177,            0.010139,           0.0028156,           0.0013467,           0.0013276,           0.0013276,           0.0013276
                 440,            0.015742,           0.0054985,           0.0025744,             0.99726,                   1,               0.995,             0.91177,            0.010139,           0.0028156,           0.0013467,           0.0013078,           0.0013078,           0.0013078
                 441,            0.013856,           0.0062933,           0.0024067,             0.99726,                   1,               0.995,             0.91604,           0.0093874,           0.0027411,            0.001342,            0.001288,            0.001288,            0.001288
                 442,            0.013937,           0.0076332,              0.0023,             0.99724,                   1,               0.995,              0.9028,           0.0099279,           0.0027767,           0.0013313,           0.0012682,           0.0012682,           0.0012682
                 443,            0.014353,           0.0060203,           0.0020805,             0.99725,                   1,               0.995,             0.92566,           0.0089002,           0.0027008,           0.0013228,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013724,           0.0060677,           0.0018243,             0.99725,                   1,               0.995,             0.92566,           0.0089002,           0.0027008,           0.0013228,           0.0012286,           0.0012286,           0.0012286
                 445,            0.013511,           0.0059752,           0.0058766,             0.99721,                   1,               0.995,             0.92652,           0.0087801,           0.0026822,           0.0013175,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012927,           0.0054272,           0.0026034,             0.99725,                   1,               0.995,             0.92155,           0.0095999,           0.0027755,           0.0013108,            0.001189,            0.001189,            0.001189
                 447,            0.013989,           0.0078331,           0.0029969,             0.99726,                   1,               0.995,             0.92709,             0.01006,           0.0028169,           0.0013058,           0.0011692,           0.0011692,           0.0011692
                 448,            0.014896,           0.0064818,           0.0035014,             0.99726,                   1,               0.995,             0.92709,             0.01006,           0.0028169,           0.0013058,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015324,           0.0068287,           0.0019775,             0.99726,                   1,               0.995,             0.91701,           0.0096924,           0.0027591,            0.001298,           0.0011296,           0.0011296,           0.0011296
                 450,            0.013485,           0.0064317,           0.0019552,             0.99729,                   1,               0.995,             0.90266,            0.009722,           0.0027542,           0.0012948,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013666,           0.0060112,           0.0017706,             0.99724,                   1,               0.995,             0.92564,           0.0098388,           0.0027932,           0.0012877,             0.00109,             0.00109,             0.00109
                 452,            0.012347,           0.0064477,           0.0020706,             0.99724,                   1,               0.995,             0.92564,           0.0098388,           0.0027932,           0.0012877,           0.0010702,           0.0010702,           0.0010702
                 453,             0.01389,           0.0064502,           0.0025167,             0.99721,                   1,               0.995,             0.90953,             0.01023,           0.0028797,           0.0012797,           0.0010504,           0.0010504,           0.0010504
                 454,            0.014358,           0.0071214,           0.0025635,             0.99719,                   1,               0.995,             0.90073,            0.011353,           0.0029675,           0.0012736,           0.0010306,           0.0010306,           0.0010306
                 455,            0.014176,           0.0069808,           0.0023187,             0.99719,                   1,               0.995,             0.91931,           0.0092225,           0.0028043,           0.0012718,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013313,           0.0066048,            0.002779,             0.99719,                   1,               0.995,             0.91931,           0.0092225,           0.0028043,           0.0012718,            0.000991,            0.000991,            0.000991
                 457,            0.013832,           0.0060197,           0.0019169,             0.99719,                   1,               0.995,             0.91627,           0.0096505,           0.0028509,            0.001263,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01323,           0.0064179,           0.0023302,             0.99718,                   1,               0.995,             0.90812,            0.010123,           0.0028622,           0.0012631,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013412,           0.0058945,           0.0025301,             0.99721,                   1,               0.995,             0.92507,             0.00928,           0.0028174,           0.0012615,           0.0009316,           0.0009316,           0.0009316
                 460,            0.011629,           0.0063539,            0.001944,             0.99721,                   1,               0.995,             0.92507,             0.00928,           0.0028174,           0.0012615,           0.0009118,           0.0009118,           0.0009118
                 461,            0.014589,           0.0065018,            0.002772,             0.99719,                   1,               0.995,              0.9231,           0.0097113,           0.0028359,           0.0012596,            0.000892,            0.000892,            0.000892
                 462,            0.014192,           0.0071302,           0.0019077,              0.9971,                   1,               0.995,              0.9332,           0.0095816,           0.0028181,           0.0012567,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013563,           0.0070941,           0.0017677,             0.99709,                   1,               0.995,             0.92443,           0.0093555,           0.0027657,           0.0012507,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014327,           0.0064093,           0.0021205,             0.99709,                   1,               0.995,             0.92443,           0.0093555,           0.0027657,           0.0012507,           0.0008326,           0.0008326,           0.0008326
                 465,            0.014949,           0.0073641,           0.0020709,             0.99706,                   1,               0.995,              0.9198,           0.0096132,           0.0028083,           0.0012474,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013726,           0.0065631,           0.0022956,             0.99702,                   1,               0.995,             0.92072,           0.0092235,           0.0027822,           0.0012434,            0.000793,            0.000793,            0.000793
                 467,            0.013315,           0.0066938,           0.0030756,             0.99701,                   1,               0.995,             0.92338,           0.0093542,           0.0027571,           0.0012351,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012823,           0.0056599,           0.0032067,             0.99701,                   1,               0.995,             0.92338,           0.0093542,           0.0027571,           0.0012351,           0.0007534,           0.0007534,           0.0007534
                 469,            0.011762,           0.0062353,           0.0018097,               0.997,                   1,               0.995,             0.92708,           0.0094509,           0.0027529,           0.0012296,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012642,           0.0067401,           0.0018556,             0.99695,                   1,               0.995,             0.92308,           0.0093251,           0.0027069,           0.0012224,           0.0007138,           0.0007138,           0.0007138
                 471,            0.012019,            0.006563,           0.0033546,             0.99695,                   1,               0.995,             0.92645,           0.0091014,           0.0026684,           0.0012168,            0.000694,            0.000694,            0.000694
                 472,            0.012318,           0.0057862,           0.0021969,             0.99695,                   1,               0.995,             0.92645,           0.0091014,           0.0026684,           0.0012168,           0.0006742,           0.0006742,           0.0006742
                 473,            0.013186,           0.0073633,           0.0021983,             0.99696,                   1,               0.995,             0.93011,           0.0091111,            0.002664,           0.0012087,           0.0006544,           0.0006544,           0.0006544
                 474,            0.013048,           0.0058431,           0.0018462,             0.99694,                   1,               0.995,             0.92613,            0.009291,           0.0026592,           0.0012038,           0.0006346,           0.0006346,           0.0006346
                 475,            0.013294,           0.0072369,           0.0020749,             0.99692,                   1,               0.995,             0.91129,           0.0095014,           0.0026586,           0.0012017,           0.0006148,           0.0006148,           0.0006148
                 476,            0.013863,           0.0060394,           0.0023185,             0.99692,                   1,               0.995,             0.91129,           0.0095014,           0.0026586,           0.0012017,            0.000595,            0.000595,            0.000595
                 477,            0.012961,           0.0051962,            0.002102,             0.99695,                   1,               0.995,             0.90915,           0.0091751,           0.0026275,           0.0011972,           0.0005752,           0.0005752,           0.0005752
                 478,            0.012188,           0.0055263,           0.0020083,              0.9969,                   1,               0.995,              0.9235,           0.0089048,           0.0026224,           0.0011928,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012625,           0.0067398,           0.0023251,             0.99692,                   1,               0.995,             0.91914,           0.0092118,           0.0026666,           0.0011939,           0.0005356,           0.0005356,           0.0005356
                 480,            0.011845,           0.0055544,           0.0039929,             0.99692,                   1,               0.995,             0.91914,           0.0092118,           0.0026666,           0.0011939,           0.0005158,           0.0005158,           0.0005158
                 481,             0.01212,           0.0064251,           0.0018134,             0.99694,                   1,               0.995,             0.92119,           0.0090507,           0.0026627,             0.00119,            0.000496,            0.000496,            0.000496
